id;acronym;status;title;startDate;endDate;totalCost;ecMaxContribution;legalBasis;topics;ecSignatureDate;frameworkProgramme;masterCall;subCall;fundingScheme;nature;objective;contentUpdateDate;rcn
101009187;VATOREX;SIGNED;ECO-FRIENDLY AND BREAKTHROUGH MITE TREATMENT FOR HONEY BEES;01.10.20;30.09.22;2347107.5;1642975.25;;H2020-EIC-SMEInst-2020-4;;H2020;;H2020-EIC-SMEInst-2018-2020-4;SME-2b;;Currently, honeybee mortality rates range from 5% to almost 30% depending on the country and the year, being some of the main causes the Varroa mite. This parasite is currently treated with chemicals, which are considered a necessary evil by a population of beekeepers that considers chemical treatments largely as a threat because themselves are a cause for the bees’ population decline. In view of these problems, other alternatives have been researched for decades, being the hyperthermia the methodology with highest potential to displace the use of chemicals. However, until now the current commercial solutions based on hyperthermia principles are not an alternative to chemical products due to a lower efficiency.Vatorex AG is an award winning Swiss company committed toproviding cost-efficient and eco-friendly solutions for beekeepers. The new business started in 2016 and provides beekeepers with an eco-friendly solution to protect their hives from their greatest enemy: the Varroa mite.We have developed an eco-friendly solution to kill the Varroa mites by using a natural principle of different heat tolerances of bees and varroa. In a range between 39°C - 42°C the parasite dies while the bees survive unharmed. In contrast to other hyperthermia systems, Vatorex Varroa Solution heats the brood combs directly from the inside thanks to a heating coil that acts like a floor-heating. Vatorex Varroa Solution has proven to be an effective treatment directly in the beehive (95% of male mites and nymphs die at 41ºC within 2 hours of treatment). The Vatorex-System means a reduction of sanitary cost of 66% per hive and a 18% in total cost of honey production that entails a total saving impact for the approximately 600,000 European beekeepers and their 17 million of hives. Vatorex is fully aligned with the European policy initiatives in biodiversity and pollinator protection such as European long-term survival strategy or the objectives of the EU Habitat directive.;09.04.21 14:38;231310
101010566;Fibrestop;SIGNED;Novel in-build filters for washing machines to stop microfibres pollution;01.11.20;31.10.22;2267500;1587250;;H2020-EIC-SMEInst-2020-4;;H2020;;H2020-EIC-SMEInst-2018-2020-4;SME-2b;;Microplastics are small (< 5mm) plastic particles which constitute a large part of plastic pollution. Although less visible to the eye, microplastics have been found to be dispersed in all environmental compartments and have a great ability to enter, influence and endanger natural food webs. The Environmental Investigation Agency estimated that a total of 51 trillion microplastic particles have accumulated in the ocean, with up to 219,000 tonnes of microplastics entering the sea from Europe each year. Microplastic pollution caused by washing processes of synthetic textiles has recently been assessed as the main source of primary microplastics in the oceans. Standard washing machines do not include a microfiber filter and an effective solution to reduce fibre emissions is not available on the market. PlanetCare has developed Fibrestop, the first built-in microfiber filter for washing machines. The device consists of a durable housing, a replaceable cartridge and an internal filter. Filtering is based on physical capture of fibres and no chemicals are used at any stage of the process. The cartridges can be returned to PlanetCare for recycling, ensuring a completely closed loop system and a circular business model. Having a retention rate verified by third parties testing, Fibrestop has to possibility to nullify the microplastic pollution derived from washes, generating tangible benefits for the environment and the people.The EIC funding will enable PlanetCare to optimize the Fibrestop and to perform all the validation activities necessary to obtain CE Mark and start commercialization in Europe.;14.04.21 20:54;231656
101008984;WasteShark;SIGNED;The mission of RanMarine Technology is the design, development and deployment of industrial autonomous surface vessels (ASV’s, drones) to capture as much waste as possible.;01.10.20;30.09.22;2269850;1588895;;H2020-EIC-SMEInst-2020-4;;H2020;;H2020-EIC-SMEInst-2018-2020-4;SME-2b;;"""Our innovation is a low-cost high-tech product that cleans urban/ harbour/delta waters: the WasteSharkTM-system. It is the world’s first autonomous drone-system designed to remove unwanted material. It consists of two components: - WasteSharks: a (swarm of) drone(s) - SharkPod: a launch/remove/waste unloading docking station/installationOur vision is to put a WasteShark-system in a specific waste-rich area (close to trash chokeholds that are found consistently) where a holistically networked swarm of WasteSharks finds and collects the waste and then delivers its """"catch"""" to the SharkPod. When deployed, the WasteSharks match learned and known conditions and head directly to where the largest concentration of debris is, given the information gathered on prior missions.  The swarm capability will increase efficiency of our drones, by 50% for a small swarm and 120% for the swarm of 10 drones. This allows existing and potential customers to become more efficient in collecting waste, whether plastics and other non-biodegradables (solid waste), oils and chemicals (liquid waste), pest plants (harmful biomass) or a combination of those.Used widely in the markets we will be focusing on, the WasteShark results in a 12 - 32% worldwide decrease of plastic debris (estimated between 4.8 to 12.7 million metric tons) that reaches open waters and causes not recoverable damage to our oceans.""";09.04.21 14:37;231308
101009316;CREATE;SIGNED;Creating Artificial Turf (AT) Yarns with New Recycling Technologies for Circular Economy;01.10.20;30.09.22;3570000;2499000;;H2020-EIC-SMEInst-2020-4;;H2020;;H2020-EIC-SMEInst-2018-2020-4;SME-2b;;Re-Match was founded with the ambition of setting the new global standard in recycling artificial turf (AT), while protecting the environment. We aim to develop a sustainable, transparent, proven solution, promoting a full circular economy based on the upcycling of every AT component. To achieve a complete, cycle of used ATs, Re-Match has developed a ground-breaking patented process combining state-of-the-art technologies, adding the missing link to complete the upcycling of the plastic component. Re-Match is already capable of separating used ATs into sand, rubber and plastic (the first two efficiently recycled). Now, by dissolving the high-quality clean plastic material into a new resin, we will generate new turf yarns of similar quality to the originals, to be applied into new ATs, significantly reducing the waste derived from ATs and decreasing their environmental footprint. The process offers a cradle-to-cradle solution and a fully circular economy model for every AT component. Over 5 years, our resin has the potential to cumulatively save 450,000 tons of CO2e due to recyling of plastic fibres which have traditionally been difficult to be disposed off. As the AT demand and disposal has steadily increased following an annual growth of 16.6% between 2015 and 2017, and the sports segment is the most sought after, Re-Match aims to capture the new trends related to green and sustainable processes. As the team has grown, we have strengthened the process development and initiated the setup manufacturing capabilities, achieving important technological and commercial milestones. This project, aligned with our company strategy, will in a 5-year term allow the expansion of the full business, accumulating profits of €20M and creation of additional 22 FTEs exclusively from the EIC Accelerator project. In the long term, Re-Match will target the delivery of the plastic components also to other applications, establishing a new standard for plastic use and end-purpose.;14.04.21 20:38;231845
960251;MiWEndo;SIGNED;REVOLUTIONARY ELECTROMAGNETIC ENDOSCOPY ACCESSORY TO AUTOMATIZE POLYP DETECTION;01.10.20;30.09.22;2077043.75;1453930.63;;EIC-SMEInst-2018-2020;;H2020;;H2020-EIC-SMEInst-2018-2020-3;SME-2b;;Every year 1,4 million new cases of colorectal cancer (CRC) are diagnosed. Polyps and early-stage CRCs are usually asymptomatic or have symptoms that can be easily confused with other mild ailments. This cancer can be cured in more than 90% of cases if precancerous polyps are detected and removed. Colonoscopy is the most effective method to remove polyps in the entire colon. However, 8% of CRCs are diagnosed after a negative colonoscopy, and 22% of polyps are not detected due to visual limitations of the colonoscope camera. MiWEndo Solutions is a medical device startup focused on bringing innovative technologies to practical diagnosis of diseases related with tumor processes. Its first product is MiWEndo, a low cost and safe electromagnetic device designed to be attached to the tip of a conventional colonoscope. MiWEndo automatizes polyp detection emitting an alarm when a polyp is sensed, increases the field of view to 360º and provides quantitative differentiation between malignant and benign polyps without changing current clinical practice. Its core technology is based on microware imaging, and we have developed algorithms that can differentiate between healthy colon mucosa, cancer, and different histological types of polyps based on their dielectric properties. Our technology is protected with European patent EP3195786A1. After CRC detection, additional applications of our technology will include other bowel disorders. We have a financial need of 3,8 M€ between 2020 and 2023 (product launch). Of these, 1,5 M€ will be provided as a grant from the European Commission within the EIC Accelerator Program (2020-2022), corresponding to 70% of the project budget. At the end of the project MiWEndo will have reached TRL8, including a clinical validation in a clinical trial, and will have obtained CE mark and FDA approval prior to product launch in early markets.;14.04.21 21:13;231287
891437;ModSingLDT;SIGNED;Moduli Spaces associated with Singularities;01.01.21;31.12.22;151850.88;151850.88;;MSCA-IF-2019;;H2020;;H2020-MSCA-IF-2019;MSCA-IF-EF-ST;;The aim of this project is to investigate enumerative invariants of the Hilbert schemes parametrizing zero-dimensional subschemes of some basic classes of surface singularities as well as of its higher rank analogues, and find connections between these enumerative invariants and the Chern-Simons theories on the links of the singularities. This question will open brand new relations between algebraic and topological invariants of these singularities. The main tool to approach the problem will be to develop representations of vertex algebras on the cohomologies or derived categories of these moduli spaces conjecturally giving rise to analogues of the Nekrasov parition function on the singularities. Then we will use recent new developements about a specific motivic measure with values in the Grothendieck ring of geometric dg categories to prove some simplification of the aimed correspondence. In the end we will raise these simplified results to the general level.This project will allow the researcher to broaden his area of expertise as well as to develop new directions in his research lines. He will complement his knowledge in low-dimensional topology at one of the most prestigious research institutes and under the guidance of one of the worldwide leaders in this field.;19.04.21 18:30;230941
965731;OneHAND;SIGNED;Innovative user-centred solution to transform upper limb amputees’ treatment;01.12.20;31.05.23;2853125;2094500;;EIC-FTI-2018-2020;;H2020;;H2020-EIC-FTI-2018-2020;IA;;Building from the strong drivers of hand amputee needs, currently unmet by the existing solutions in the market, the central goal of OneHAND project is to accelerate the market introduction of a disruptive user centred approach to prosthetic hand use – OneHAND solution.The oneHAND solution aims at maximizing user comfort, optimize price-point and improve overall experience to minimize prosthesis abandon altogether. It comprises a light, fast, modular and scalable prosthesis and a virtual reality training platform in a unique delivery model.The overall aim of OneHAND project is to mature, demonstrate and finalize the OneHand solution, while building the foundation to disrupt the value chain. OneHAND brings together a consortium of three SMEs (Hy5, TSC, PROTH) and the international amputee association (IC2A) – in unison representing a technical side specialized in hand prosthesis and VR training platform development, the business and societal sides with unique knowledge on users, prosthetists and clinics requirements and on routes to market for innovative solutions.The consortium expects a successful market introduction of the OneHAND solution within the next 3 years, tapping into a large business opportunity, and sustaining a very fast-paced growth for the industrial partners.;09.04.21 12:28;232970
970550;DATANA;SIGNED;DNA Data Storage Technology for a Sustainable Digital Future;01.05.21;30.04.23;2667250;1867075;;EIC-SMEInst-2018-2020;;H2020;;H2020-EIC-SMEInst-2018-2020-3;SME-2b;;BioSistemika is developing a DNA data writing technology, which is addressing the growing global problem of insufficient storage supply of the escalating world’s production of digital data. By 2025, the worldwide production of data will grow to 175 zettabytes, which is 10 times the amount of data humanity produced in 2017. The gap is rapidly widening and we will not be able to store more than 20% of produced data by 2025, a scenario which poses a serious risk to our entire digital ecosystems and digital safety. Today, digital data is predominantly stored in large datacentres that are a major contributor of CO2 emissions and a growing environmental concern. This even further promotes the urgent need of our society to shift the paradigm towards more sustainable storage technologies. DATANA is a patented innovation that enables this shift by utilizing DNA as an abundant, sustainable, and stable solution for the storage of data. As such, DNA has a lifespan of 1000+ years and the capacity to hold 20-million times more data per gram of substance than any other existing storage technology. Due to the high costs of DNA synthesis, the utilization of DNA for data storage is today still too expensive and time consuming to be used commercially.  DATANA solves this issue by using a patented data encoding algorithm and a proprietary liquid handling system that reduces the volumes of DNA synthesis to picolitre range (one billionth of a milliliter). By doing so, it enables economically viable DNA storage of data for the first time. This represents a remarkable breakthrough and a major stepping stone for humanity, as it enables us to encode data into DNA at a cost comparable to the storage media used today. The project goal is to further optimize and scale-up our technology, which will allow for the demonstration of its potential at a commercially relevant scale and enable commercialization on the global data storage market by 2023.;14.04.21 18:55;233427
101009363;ARCHIME3;SIGNED;An efficient floating structure and installation of offshore large wind turbines.;01.01.21;31.12.22;3488633.25;2442043.28;;H2020-EIC-SMEInst-2020-4;;H2020;;H2020-EIC-SMEInst-2018-2020-4;SME-2b;;WHO WE ARE? BERIDI is a spin-out company of Berenguer Ingenieros, founded in 2018, as the division of the group specialized in the offshore wind energy sector. Our group is a leading seashore engineering firm, which has worked in more than 1,200 projects in Spain and LATAM, including + 40 multimillion projects.THE PROBLEM: EU must install 230-450 GW new offshore capacity before 2050 to fulfil the Green Deal Goals. but current space available in shallow imposes a limit of 112 GW. Only new floating platforms can help EU fulfil its objectives, but the installation of floating turbines is still technically challenging, very expensive and highly time-consuming, especially for the largest turbines (>15 MW).THE SOLUTION: We have patented a new floating technology that enables the safest and most efficient (time, costs and performance) installation of turbines in deep waters. ARCHIME3 is, to the best of our knowledge, the only technology today that will enable the installation of the largest turbines (15-20 MW) in deep waters in an efficient and safe manner.MARKET OPPORTUNITY: The market opportunity at a global level for now to 2030, reaches more than €20 Billion. Just by achieving a market penetration of 10%, our market opportunity can reach €2 Billion from now until 2030. Our financial projections for 2026, when we expect to have installed our first wind farm (400 MW), would mean €44M of cumulated turnover, €20M of cumulated EBIDTA and close to €240M of company value, meaning a x13 ROI for the investment (2.4 M Grant + 4.8 M equity) requested to the EIC for this project.;14.04.21 19:42;232524
960783;SYMBIOSE;SIGNED;Unaided Sharp and Continuous Vision in All Daily Activities;01.10.20;30.09.22;2283528.75;1598459;;EIC-SMEInst-2018-2020;;H2020;;H2020-EIC-SMEInst-2018-2020-3;SME-2b;;When getting older, everyone suffers from a loss of visual continuity, either from presbyopia or opacification of the eye’s lens (called cataract). What’s more, cataract surgery likewise leads to presbyopia. Despite continual innovation in the domain of ophthalmological implants called IOLs (intraocular lens), cataract patients do not recuperate sharp and continuous vision.Today, choosing an IOL is a question of constraints and compromises for both the surgeon and the patient.These problems can be relegated to the past thanks to the SYMBIOSE IOLs portfolio. SYMBIOSE IOLs are ophthalmic implants integrating a continuous phase optical profile, patented by Cristalens Industrie. SYMBIOSE IOLs allow continuous, quality vision in all daily activities.In order to validate this product and go to market, Cristalens Industrie faces a twofold challenge:- clinical, to collect enough data demonstrating the complete system’s high performance and thus convince Key Opinion Leaders worldwide,- industrial, to deploy the innovation in a product portfolio and ensure the scale-up of production, intellectual property, regulatory and marketing issues.These challenges define Cristalens Industrie's work program which includes four work packages in addition to management:1/ Demonstrate the performance of the complete system in 300 patient cases,2/ Prepare to scale up to ensure manufacturing capacity meets customer demand,3/ Convince the scientific and medical community,4/ Remove regulatory barriers and secure IP aspects.Cristalens Industrie aims to establish itself as the innovative leader for the next generation of IOLs.;14.04.21 20:54;231638
101007785;PALOMA;SIGNED;Passive Actuated ventiLation Opening systeM for Aircraft;01.01.21;30.06.23;1098663.75;769064.63;;JTI-CS2-2020-CfP11-LPA-01-95;;H2020;;H2020-CS2-CFP11-2020-01;CS2-IA;;PALOMA will design and test a passively actuated opening system that will allow a volume of secondary air flow to be diverted into the engine core area for cooling purposes. Being entirely passive, no external electrical, hydraulic or pneumatic power will be required to run or control the system. The system will use a heat pipe to transfer the necessary heat to a shaped memory alloy (SMA) component whose movement will, through a set of mechanical linkages, open a flap set within the nacelle inner walls. This system will permit an optimisation of the engine thermal management and performance whilst needing minimal maintenance. Based on an agreed set of requirements, the project partners will first perform a trade-off in terms of possible heat pipe and SMA material and geometric forms, followed by their full characterisation. This information will permit a) the design of the system to be performed after a trade-off considering the constraints (positioning, extreme temperatures and aircraft accelerations) linked to the installation of such a system in a nacelle b) the modelling of the system’s behaviour. Having completed the design, a functional prototype will be tested on a specifically design test bench to simulate operation conditions including pressure, temperature and vibration according to the requirements of the DO160, mandatory for all equipment used on aircraft. The results of the tests performed on the functional prototype will be integrated into the design of a demonstrator (which may also be used for flight tests) which in turn will be manufactured and tested. Modelling activities will support the project throughout its execution. The PALOMA solution will be fully European and brings together: a thermal management engineering and modelling company, a heat pipe specialist, an SMA specialist with unique design and industrial manufacturing capabilities and a broad-spectrum engineering company specialised in aircraft and engine integration.;06.12.20 03:35;232505
951318;AR6;SIGNED;Support for the Intergovernmental panel on Climate Change (IPCC) to facilitate the preparation of its Sixth Assessment Report (AR6);01.06.20;31.05.24;5000000;5000000;;IBA-SC5-IPCC-2019;;H2020;;H2020-IBA-SC5-IPCC-2019;CSA;;The Intergovernmental Panel on Climate Change (IPCC) is the key global climate science-policy interface, underpinning international climate change policy-making and is the leading global body responsible for the scientific assessment of climate change.  In preparation of the IPCC Sixth Assessment Report (AR6), support will be provided to increase the participation of experts from developing countries and economies in transition, should their governments not be in a position to provide appropriate funding, to the IPCC process. Support will also be provided to enhance the visibility of the IPCC products globally.;14.04.21 18:52;232934
947166;TULIPZ;SIGNED;The world’s first Terahertz application for Inspection-As-A-Service: Ensure quality and reduce waste in industrial production through inline inspection;01.04.20;31.05.22;3372500;2360750;;EIC-SMEInst-2018-2020;;H2020;;H2020-EIC-SMEInst-2018-2020-3;SME-2b;;Surprisingly, many high-added value and high-quality performance-driven industries such as automotive, aerospace, robotics, medical, and technical textiles rely on old-fashioned and manual inspection methods. Defects and contaminants are often detected only after production (end-of-line quality control) using cumbersome, slow and expensive X-Ray machines. This problem has a major impact on manufacturers and consumers as raw materials, production efforts and energy are irreversibly wasted due to this late and partial inspection. Moreover, due to the emergence and increasing prominence of high-performance composites cut across all fields – wind power (e.g. wind turbine blades), aerospace, automotive - effective and reliable production control and inspection techniques still remain incipient – most of the inspection techniques are still done in a visual and manual way (“market creation” opportunity).  Tulipz is a disruptive IoT plug & play solution for inline production and quality control, which combines a patented Terahertz (THz) technology with proprietary deep-learning algorithms deployed as a software-as-a-service (SaaS) platform. It allows for total real-time, distributed, non-destructive inspection (NDI) along production lines instead of the currently used end-of-line approach, thus guaranteeing quality, increased throughput and minimal waste. The estimated benefits to customers are substantial: a 5x increase in productivity, equipment uptime of 99.99% and a reduction in production waste by 5%. TiHive is a team of energetic, enthusiastic and disruptive entrepreneurs, industrialists and researchers who founded the company after ten years of advanced R&D. Our ambition is to become world leader in distributed inspection for high quality, performance engineered products, in particular technical textiles by 2025. This will reinforce the world leadership of Europe in technical textiles.;03.07.21 02:06;230973
101009401;UVERA;SIGNED;Safe and natural UV skin protection;01.10.20;30.09.22;3561662.5;2493163.75;;H2020-EIC-SMEInst-2020-4;;H2020;;H2020-EIC-SMEInst-2018-2020-4;SME-2b;;UVera is a fusion of innovation and interdisciplinary approach to skin protection against the whole spectrum of UV sun radiation as well as anti-pollution factors like Blue Light. Our mission is to provide society with natural and safe UV protection products with no negative environmental impact on the planet. Regular synthetic chemical UV filters cause DNA damage and strong allergy reactions, can increase the risk of cancer developing as well as disrupt the endocrine system. What is more, they are responsible for destruction of coral reefs and marine ecosystem. There is a clear need for new safe and produced in natural way UV sunscreen filters. We provide the solution by offering to the cosmetic market single dominating UV protector. Our ecologically friendly novel compound is produced by specific species of cyanobacteria. It has great stability and uniquely wide photoprotection activity. And most important: it is safe to human body as well as natural environment. For the first time unique microorganisms which are occurring in natural environment are used to produce a natural UV-protection compound on industrial scale. The technology of production is humble and disruptive - based on bacteria natural farm harvesting, meaning no recombinant nor GMO, fueling with sun rays and CO2 and environmentally safe side products of O2 and nutritious biomass to be further used in natural cosmetics and ecological agriculture.UVera is a bridge between ideas and innovation, which was created out of interdisciplinary works of scientists and business developers. Our team brings together subject experts in technologies related to microbiological culturing, process design and engineering, scale-up of new technologies, and translation of innovative ideas into commercial products. The team has gathered market intelligence and comes with a strong network of industry leaders. We have expertise in commercialization of medical projects with successful exits and Mergers and Acquisitions.;09.04.21 14:37;231309
101010259;SmartWings;SIGNED;Ground-breaking retractable ship bow foils for unbeatable cost-saving, emission reduction and motion stabilization;01.09.20;31.08.22;3014417.5;2110092.25;;H2020-EIC-SMEInst-2020-4;;H2020;;H2020-EIC-SMEInst-2018-2020-4;SME-2b;;Medium-size ships navigating in waves suffer up to 100% higher resistance than in calm water. This added resistance has severalconsequences: 1) dramatic speed loss, 2) increase of fuel consumption and CO2 emissions, and 3) dangerous roll (side to side) andpitch (up and down) movement that causes seasickness and decreases crew productivity.  Adding wings or foils to a ship bow can use wave energy to propel the ship forward and damp roll and pitch motions, stabilizing the ship. However, navigating with bow foils is counterproductive in certain situations, such as in calm or extreme weather, where the foils increase the ship resistance. A retraction and storage mechanism for the foils in these situations is desired, but until now no practical solution had been developed for bow foils retraction.We, at Wavefoil, have developed the first ever retractable bow foils. Combining the use of strong and flexible composite materials with aninnovative and patent-pending vertical retraction mechanism, we have developed the first and only retractable bow foil modules that fit the narrow bow of any vessel. Our bow foils: 1) reduce the energy consumed to propel the ship by 5-20%, 2) reduce pitch and roll motion, promoting a more comfortable and productive trip, 3) can be retracted/deployed to optimize the ship performance for any given situation. Our unique foil retraction system allows, for the first time ever, to exploit the full range of benefits of bow foils. The SmartWings project aims to mature and bring to market a unique solution for ship stabilization and forward thrust for medium-size ships. The retractable foils will become our gold-standard product and will boost Wavefoil growth, generating €75m profits and 26 new job positions by 2027. In this time, commercialization will save 1,097k tonnes of CO2(eq) emissions and €179m for global shipping. Zero-emission ships are facilitated as they will need less reserve battery capacity to traverse rough seas.;09.04.21 11:24;232712
959379;Contentflow;SIGNED;Video Livestreaming Has Never Been Easier And Can Help Us Stay Connected During COVID-19;01.07.20;30.06.22;3317315;2322120.5;;EIC-SMEInst-2018-2020;;H2020;;H2020-EIC-SMEInst-2018-2020-3;SME-2b;crisisResponse;Livestreaming offers many opportunities for marketing and information but its uptake is limited due to time-consuming and expensive systems. Video streaming is the fastest growing way that audiences are consuming content. Challenges associated with video live streaming include bandwidth issues. The global video streaming software market is expected to rocket to over €9 billion by 2023.  Contentflow provides a complete livestreaming platform ranging from a single hub for Contentflow is already in the process of assisting in the critical situation with COVID-19. For instance, just in March 14th 2020,  Contentflow has helped the Bavarian City Championships to be held virtually instead. Contentflow is the only technology that offers flexibility for different formats, a cloud-based engine that allows exporting and live-clipping of live streams, automated subtitles in all major languages, white label solutions, parallel live-streaming, player functionality, live stream editing, streaming in Full-HD and restreaming to all major social platforms (e.g. Facebook, Twitter, YouTube) and advanced analytics. Contentflow’s advanced analytics allows its users to get access to the vital information on their audience so that they can provide optimum content. Contentflow is helping companies to be able to continue sharing information via live streaming and putting events online during the Corona Virus outbreak.   We have received a €2 million seed round investment from Speedinvest, VC Fonds Technologie Berlin, Betaworks, and Japanese Akatsuki Entertainment Technology Fund as well as other angel investors. Our clients will help us make revenues of €694,000 in 2020.  Contentflow will help democratize information in Europe by providing a reliable video streaming service that can reach anyone, the ability to prove more transparency to voters, journalists and the public audience and  opens political participation to even more target groups due to automated subtitles.;14.04.21 22:47;230441
960217;CADR;SIGNED;(C)ADR: Novel cooling system for the cryogen-free, continuous, and fully automatic generation of very low temperatures near absolute zero.;01.10.20;31.03.23;2168375;1517862.5;H2020-EU.2.3.;EIC-SMEInst-2018-2020;10.08.20;H2020;H2020-EIC-SMEInst-2018-2020;H2020-EIC-SMEInst-2018-2020-3;SME-2b;;Low temperatures close to absolute zero (0 degrees Kelvin) are required for materials science, detectors for the aerospace and military sector, quantum computing, and quantum electronics. These temperatures are commonly achieved by using cryogenic liquefied gases (cryogens), such as liquid helium (He). However, there are a numbers of problems related to the use of these cryogens which include the oligopoly of He-3, high costs of cooling machines (€ 300-600k), and safety problems. To solve these pains, kiutra has developed a cryogen-free, continuous, and fully automatic refrigeration system based on a cryogenic magnetic cooling process known as (Continuous) Adiabatic Demagnetization Refrigeration - (C)ADR. (C)ADR uses widely available and low-price cooling media, saving € 20-40k/year in comparison with typical refrigeration systems that use He-3. Moreover, the system has a complete modular and customizable design, as it can be extended with multiple units according to the cooling requirements. It also offers a wide and stable temperature range while being easy to operate and hazard-free, thanks to the elimination of cryogens. kiutra, founded in 2018 in Germany, builds easy-access turn-key refrigeration solutions. Their cooling devices combine magnetic refrigeration and closed-cycle pre-cooling to provide cryogenic temperatures without cryogens. kiutra is currently funded by “EXIST Transfer of Research”, and has raised almost € 2M to date.;04.10.21 19:28;230728
960623;EXL01;SIGNED;The game changing drug in Crohn’s Disease : a unique standard of care for a healthy long-term remission;01.08.20;31.03.23;3573612.5;2501528.75;;EIC-SMEInst-2018-2020;;H2020;;H2020-EIC-SMEInst-2018-2020-3;SME-2b;;Crohn's disease is a Chronnic Inflammatory Bowel disease affecting over 1.4 million people worldwide. It is the fourth chronic condition impacting the most severely patients’ quality of life, ahead of cancer, visual impairments, and chronic respiratory conditions.  Crohn’s disease is an intestinal disorder causing chronic inflammation of the gastrointestinal tract. It is mainly diagnosed in young people, from 15 to 40 years old. Patients experience excruciating symptoms such as abdominal pain, diarrhea, joints pain and swelling. In some cases, it may even be mortal. Besides this tremendous health impacts, the disease is associated with over €30 billion of annual costs. Exeliom Biosciences is an innovative French AME created in 2016 with a mission to bring a new life to Crohn’s Disease patients. The company is developing a game-changing drug, named EXL01, which relies on a unique commensal bacteria Faecalibacterium prausnitzi. Unlike current Crohn’s Disease treatments, EXL01 achieves long-term remission in mild-to-moderate Crohn’s disease patients without any side effect. It will decrease the number of existing treatments which present a very bad benefit/risk ratio and strong costs in mild-to-moderate patients. Therefore, besides its tremendous health impact, EXL01 will decrease by several million direct and direct costs related to Crohn’s Disease. Exeliom Bioscience has built a team of 5 operational people, and board of 6 scientific and 5 business advisors. The company has also strong collaborations with key international centres and industrials. The company has its own manufacturing process to produce the drug substance and EXL01 has been tested in preclinical studies. Thanks to the EIC Accelerator, Exeliom will reach phase 2a clinical trial and scale-up its manufacturing process. Eventually, EIC Accelerator would place Exeliom on a trajectory to become a global leader in the treatment of Crohn’s Disease.;14.04.21 22:05;230607
961745;ADVOS-COVID-19;SIGNED;Increasing Survival of Patients with Severe SARS-CoV-2 Infection and/or Multi Organ Failure by up to 30% with ADVOS - ADVanced Organ Support;01.10.20;31.12.22;1381605;951946.1;;EIC-SMEInst-2018-2020;;H2020;;H2020-EIC-SMEInst-2018-2020-3;SME-2b;crisisResponse;ADVITOS` innovation – the ADVOS therapy system - has the potential to increase the survival of COVID-19 patients suffering from severe multi organ failure (MOF). First published clinical data show that ADVOS improves survival by up to 30% in critically ill patients on intensive care. The first COVID-19 patient with MOF is being treated with ADVOS in Germany at present with promising results. ADVITOS is a SME instrument Phase 2 beneficiary: ADVOS 880349 for device usability improvement, IoT integration, and market expansion (2.3m€ grant). Following the urgent EU call for corona solutions, we apply now for the blended finance option to speed up device production and installation in Germany and other EU countries. The applied funding and equity is necessary in therapy application, service and sales resources as well as accelerated clinical evidence for medical indication guidance. Integrating fluid-based blood oxygenation for comprehensive lung support and AI/digital capabilities will achieve additional therapy and outcome improvement. Each year, 60% of intensive care patients - 500,000 individuals in Western Europe and the US - die of MOF. The coronavirus outbreak will further increase this number dramatically as COVID-19 often leads to MOF. The innovative ADVOS therapy has the potential to revolutionize intensive care therapy of patients worldwide, as it is the 1st and only blood purification therapy combining liver, lung, kidney support and direct blood pH correction in 1 device (technology leader in removal of liver toxins and fast extracorporeal blood pH correction). It will help to save lives in the current Corona crisis.The ADVOS therapy is low-invasive as standard hemodialysis, so it can support by far more ICU patients than other devices (that have a higher risk profile). This relates especially to the removal of CO2 (by ADVOS) which relieves the lung and reduces the need/invasiveness of ventilation.;14.04.21 22:55;230595
954530;SPECTRA;SIGNED;Scaling All Nitride Photonic Integrated Circuits for future markets;01.09.20;28.02.23;3571250;2499875;;EIC-SMEInst-2018-2020;;H2020;;H2020-EIC-SMEInst-2018-2020-3;SME-2b;;The Sensing and Communication markets are predicted to increase tremendously over the next few years, especially pushed from medical instrumentation, diagnostics, autonomous driving, quantum computing and communication. Photonic Integration, the ability to shrink complex optical systems on a small chip, is one of the key technologies with an enabling and highly disruptive potential in those verticals.LIGENTEC has developed a unique thick Silicon Nitride (SiN) technology which enables the manufacturing of Photonic Integrated Circuits (PICs) at better performance and lower cost than common approaches. The technology has reached TRL 7 and gained a lot of customer traction in prototyping. LIGENTEC has estimated its serviceable available market in the Sensing and Communication segments of €400m by 2023 and €1.5bn by 2027 respectively. First customers are ready to enter volume manufacturing in 2022/2023. This EIC project focus is to industrialise the manufacturing processes and prepare for scale-up including a quality control line for production and certify the technology to industry standards. It is strategic to the company as it enables LIGENTEC to enter the volume market.At the end of this project LIGENTEC will:•Have World leading PIC technology for quantum, LiDAR and Space vertical at industrial scale•Setup and validated a quality control and metrology line•Have certified reference designs to industry standards allowing easier design for customers enabling new applications in new markets•Be ready to enter volume market and acquire customers with a need of PICs up to 1’000’000 units / year•Have demonstrated increased production repeatability, yield and proven product reliabilityLIGENTEC is managed by an experienced team which has successfully scaled a high-tech business in photonics in the past.;09.04.21 14:46;230001
